Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
Jacob Banks,Devil That I Know,58,0.509,0.067,8,-14.041,1,0.0636,0.976,3.04E-05,0.113,0.0773,83.414,170803,5,6
Landis,All My Friends,43,0.591,0.764,4,-2.131,1,0.0557,0.0899,,0.254,0.327,127.928,161250,4,10
Eyal Golan,◊õ◊©◊ê◊™ ◊ê◊ô◊™◊ï,34,0.788,0.502,,-7.068,0,0.0259,0.381,,0.0988,0.76,95.978,276440,4,9
Hanan Ben Ari,◊ê◊ô◊ñ◊ï◊ü,36,0.65,0.677,11,-6.506,0,0.095,0.0628,,0.0412,0.722,93.814,214521,4,9
Martin Garrix,Mistaken (feat. Alex Aris),56,0.424,0.694,6,-4.912,0,0.0386,0.0573,0.000937,0.133,0.0801,128.034,282481,4,9
Toosii,be cautious,57,0.647,0.538,5,-9.572,0,0.161,0.227,,0.297,0.161,159.996,180142,4,5
Unknown Mortal Orchestra,American Guilt,41,0.281,0.918,1,-3.845,1,0.32,0.166,0.00669,0.323,0.36,99.455,273137,4,1
Kat Von D,Exorcism,42,0.464,0.943,4,-4.777,0,0.0338,0.00247,0.452,0.191,0.36,145.004,219056,4,10
DijahSB,New Harrison,46,0.697,0.484,1,-7.398,1,0.4,0.82,,0.102,0.32,82.629,230511,4,1
Cupidon,"Wake Up, Get Down",56,0.747,0.453,10,-10.563,0,0.429,0.372,0.000276,0.125,0.374,108.911,259817,4,1
Editors,Magazine,44,0.52,0.795,11,-6.681,0,0.0408,0.000396,2.93E-05,0.0941,0.371,127.885,235850,4,10
Lata Mangeshkar,Tu Mere Saath Rahega Munne,4,0.323,0.297,3,-12.731,1,0.0282,0.607,,0.119,0.281,78.838,6.531783333,3,3
The Monkees,I'm a Believer - 2006 Remaster,73,0.526,0.775,,-6.05,1,0.0352,0.707,2.05E-05,0.217,0.962,80.106,2.78955,4,10
Frances Lion,Self Control,18,0.623,0.665,,-5.387,0,0.0519,0.000493,,0.0676,0.533,121.96,197600,4,10
El Alfa,La Mam√° de la Mam√°,80,0.922,0.927,11,-3.025,1,0.105,0.283,0.00331,0.719,0.796,129.978,219000,4,9
YFN Lucci,Both of Us (feat. Rick Ross & Layton Greene),59,0.529,0.691,5,-5.7,0,0.227,0.0221,,0.134,0.417,80.344,221994,4,5
Miguel Poveda,Coplas Del Querer,40,0.508,0.287,5,-8.898,0,0.0481,0.834,,0.0963,0.324,96.139,332467,3,9
Kings of Convenience,Rocky Trail,65,0.549,0.418,6,-13.172,1,0.0423,0.788,0.123,0.112,0.692,171.98,210377,4,6
The West Coast Pop Art Experimental Band,Shifting Sands,50,0.226,0.585,2,-9.965,1,0.0343,0.128,0.0233,0.112,0.655,180.495,234600,3,10
POORSTACY,Public Enemy,,0.52,0.967,3,-3.837,0,0.489,0.00248,2.62E-06,0.328,0.477,179.924,149500,4,1
Backstreet Boys,Love Will Keep You Up All Night,31,0.382,0.693,10,-3.827,1,0.0306,0.261,,0.116,0.205,150.058,4.247116667,4,9
Abbath,Harvest Pyre,36,0.287,0.962,6,-4.235,1,0.0605,3.70E-06,0.887,0.34,0.255,173.094,252067,4,8
Highly Suspect,Little One,47,0.474,0.363,7,-7.489,1,0.0295,0.0126,7.77E-06,0.109,0.11,139.889,241667,3,10
Flyying Colours,Long Holiday,20,0.469,0.867,7,-5.311,1,0.0322,2.49E-06,0.919,0.451,0.211,125.436,186253,4,6
Devilskin,Corrode,35,0.63,0.845,6,-4.969,1,0.0589,0.000103,0.000138,0.513,0.73,129.965,254691,4,8
Miki Gavrielov,A World's Gone Crazy,,0.387,0.545,11,-6.808,0,0.0367,0.48,0.338,0.17,0.217,154,253366,4,9
"Kane Brown, Lauren Alaina",What Ifs (feat. Lauren Alaina),73,0.612,0.799,10,-4.603,1,0.0275,0.00898,,0.172,0.687,125.976,3.13755,4,4
Pale Waves,Fall to Pieces,50,0.712,0.7,7,-3.272,1,0.0318,0.16,,0.0586,0.723,99.996,167893,4,6
Tony Levin,Apollo,24,0.229,0.621,9,-9.231,1,0.0302,0.0238,0.376,0.106,0.165,167.598,409907,3,10
Foreigner,Waiting for a Girl like You,71,0.33,0.469,10,-9.286,0,0.0335,0.31,2.30E-06,0.0402,0.433,201.327,292067,4,10
Havok,Phantom Force,34,0.308,0.984,1,-5.367,1,0.122,1.58E-05,0.49,0.255,0.158,113.723,179796,4,8
Sly & The Family Stone,"Medley: Higher/Music Lover - Live at The Woodstock Music & Art Fair, August 17, 1969",28,0.453,0.819,5,-10.938,1,0.169,0.00336,0.0021,0.891,0.45,139.127,470667,4,10
Andy Miller Group,Can't Help Lovin' Dat Man,50,0.424,0.196,,-20.783,1,0.0703,0.975,0.927,0.114,0.272,186.07,3.277383333,3,7
Vintage Trouble,Not Alright by Me (We Can't Wait),24,0.626,0.631,5,-5.625,1,0.042,0.345,,0.0709,0.804,163.989,189695,4,10
The Lemonheads,Into Your Arms,56,0.504,0.782,2,-9.27,1,0.0301,0.0661,1.31E-06,0.115,0.619,123.883,164706,4,10
Leprous,From the Flame,49,0.538,0.743,4,-5.928,0,0.0515,0.0343,0.00187,0.103,0.316,127.809,231347,4,8
Hollow Front,Falling Apart,48,0.534,0.979,9,-3.645,0,0.0987,0.00292,,0.256,0.236,119.993,244000,4,8
Magic Sam,Keep On Lovin' Me Baby,7,0.436,0.679,,-8.549,1,0.101,0.49,,0.0506,0.809,189.129,203521,4,2
Pote Baby,Yamacraw Yetti,49,0.868,0.525,11,-7.39,0,0.271,0.0536,,0.233,0.201,154.874,131590,4,5
The Cringe,I Can't Take It No More,16,0.578,0.755,9,-4.642,1,0.0319,0.006,0.00902,0.0475,0.606,130.037,252530,4,10
F√©lix Rabin,Angels,24,0.423,0.53,11,-7.647,0,0.0823,0.0589,0.00983,0.0737,0.665,116.179,206355,4,2
Willie J Healey,Why You Gotta Do It,38,0.64,0.845,9,-5.16,0,0.0428,0.555,0.000185,0.105,0.32,112.136,218813,4,6
Black Grape,Kelly's Heroes,44,0.633,0.939,7,-5.158,1,0.0642,0.000642,0.0024,0.0804,0.838,119.669,262400,4,6
Zoe Clark,Last One Standing,49,0.927,0.609,7,-6.298,1,0.121,0.317,,0.111,0.932,128.089,137120,4,9
Taylor Malkov,◊ê◊î◊ú◊ü,35,0.753,0.738,6,-5.598,0,0.0405,0.202,0.000532,0.0564,0.761,139.989,204444,4,9
Billy Vena,Shaggy Dynamite,31,0.654,0.616,1,-4.869,0,0.133,0.0322,,0.139,0.691,91.857,159150,4,9
Celtic Frost,A Dying God Coming into Human Flesh,46,0.153,0.329,3,-5.575,0,0.0362,0.0125,0.918,0.0604,0.0793,102.001,339187,3,8
Isaac Dunbar,intimate moments,51,0.514,0.648,2,-6.17,1,0.0411,0.0148,,0.119,0.452,129.895,210507,4,9
Malena Zavala,La Yarar√° - Single Version,33,0.403,0.614,5,-8.007,0,0.0735,0.00118,0.0018,0.315,0.496,84.964,185476,4,1
Big Spring,Keep The Lights On Me,38,0.445,0.886,7,-6.592,1,0.0647,0.00158,5.44E-06,0.0424,0.382,81.37,227262,4,1
Henry's Funeral Shoe,Be Your Own Invention,33,0.315,0.794,7,-6.271,1,0.0905,0.0295,0.00979,0.196,0.341,130.145,318459,4,2
Pale Waves,Fall to Pieces,50,0.712,0.7,7,-3.272,1,0.0318,0.16,,0.0586,0.723,99.996,167893,4,9
Conway Twitty,You've Never Been This Far Before - Re-Recorded In Stereo,43,0.705,0.397,10,-11.775,1,0.0343,0.679,,0.106,0.684,133.355,3.166666667,4,4
CLOVES,Nightmare,2,0.453,0.734,8,-6.16,0,0.0357,0.0755,0.0344,0.349,0.299,141.894,200613,4,9
JID,Bruuuh (with Denzel Curry) - Remix,69,0.813,0.621,9,-9.273,1,0.209,0.0144,4.03E-05,0.0793,0.377,112.101,206446,4,5
Architects,Little Wonder,62,0.533,0.967,1,-3.762,0,0.102,0.000232,4.59E-05,0.109,0.477,130.052,227813,4,10
Diamond Head,Am I Evil,43,0.242,0.973,8,-4.739,1,0.148,2.57E-05,0.82,0.121,0.369,148.095,505147,4,8
Shannon Lay,August,43,0.32,0.456,5,-9.412,0,0.0337,0.637,2.05E-06,0.116,0.338,118.779,168000,4,1
Fruition,Fire,43,0.472,0.813,9,-5.919,0,0.0399,0.12,0.000109,0.382,0.684,134.922,216085,4,10
Migrant Motel,Bad Machine,28,0.666,0.757,4,-7.617,0,0.132,0.0237,0.00188,0.336,0.554,90.007,208667,4,9
Vitamin String Quartet,New World,44,0.15,0.211,9,-12.814,0,0.0369,0.792,0.174,0.169,0.141,82.68,225400,4,1
Kings of Leon,Echoing,58,0.293,0.778,,-5.581,1,0.034,0.0147,0.227,0.102,0.24,147.882,217347,4,1
Backstreet Boys,Bigger,46,0.529,0.748,,-6.108,1,0.0265,0.0226,,0.265,0.298,105.49,3.266,4,9
Intelligency,Leta,46,0.659,0.518,1,-11.073,1,0.0263,0.033,0.193,0.318,0.135,123.005,238049,4,6
PWNT,Shortcuts,34,0.736,0.475,10,-10.879,1,0.0255,0.00292,0.749,0.129,0.742,101,154053,4,6
Circa Waves,Times Won‚Äôt Change Me,51,0.57,0.648,1,-7.369,1,0.027,0.0506,8.12E-05,0.0835,0.483,180.107,193039,4,10
Lil Tjay,Born 2 Be Great,70,0.593,0.512,8,-7.837,0,0.0737,0.58,,0.0996,0.192,95.733,170000,4,5
Chris James,Hey It's Me,50,0.907,0.567,8,-7.164,1,0.0636,0.232,0.000101,0.198,0.831,130.002,150000,4,9
MARINA,Bubblegum Bitch,79,0.495,0.856,,-5.123,0,0.0311,0.000219,,0.103,0.609,158.024,2.577783333,4,9
"Arijit Singh, Pritam","Luteron Ka Lutera Version - Kalank Title (From ""Kalank"")",47,0.613,0.237,10,-13.978,1,0.0351,0.89,1.53E-05,0.112,0.483,117.972,2.5378,4,3
Moose Blood,Cherry,54,0.372,0.247,4,-12.633,1,0.0336,0.896,0.00162,0.082,0.241,181.763,159711,4,10
Prem Joshua,Tangerine Thumri (Orange Turban Mix),,0.642,0.502,6,-12.785,0,0.0341,0.159,0.791,0.126,0.413,104.997,7.2,4,0
Tomer Yeshayahu,Good Morning,37,0.636,0.568,11,-8.232,1,0.0401,0.655,5.18E-05,0.346,0.884,118.444,247595,4,10
slowthai,feel away (feat. James Blake & Mount Kimbie),62,0.404,0.532,,-8.989,1,0.0409,0.683,0.158,0.164,0.339,159.864,200933,4,6
Olivia Rodrigo,good 4 u,91,0.556,0.661,6,-5.052,0,0.204,0.3,,0.101,0.668,168.56,178148,4,10
The Brian Jonestown Massacre,Bout des doigts,44,0.508,0.902,6,-6.886,0,0.03,0.00131,0.796,0.111,0.557,103.71,426332,4,6
Cathedral,Gong,21,0.305,0.501,2,-10.179,0,0.0337,0.0984,0.419,0.138,0.349,90.574,422213,5,10
Dan Mason „ÉÄ„É≥¬∑„É°„Ç§„ÇΩ„É≥,Oh No (It's You),29,0.671,0.611,5,-9.991,0,0.0488,0.427,0.802,0.0876,0.52,100.017,235200,4,6
Taylor Manns,Always On My Mind,54,0.567,0.173,11,-11.964,1,0.0352,0.885,,0.111,0.196,117.94,193780,4,9
Byther Smith,Givin' Up On Love,34,0.456,0.389,3,-11.568,1,0.0339,0.239,0.0364,0.356,0.399,179.074,347880,3,2
Jeremy Pelt,Little Girl Blue,48,0.297,0.0805,5,-18.726,1,0.0355,0.963,0.947,0.0898,0.158,80.346,7.295333333,3,7
The Beaches,Let's Go,49,0.542,0.923,4,-5.005,0,0.0975,0.011,0.00054,0.0707,0.724,172.977,142760,4,1
The Specials,Ghost Town,61,0.665,0.766,10,-9.454,0,0.0505,0.0492,0.338,0.113,0.905,73.683,219307,4,6
Fleetwood Mac,The Chain,7,0.546,0.529,9,-13.6,1,0.0436,0.0629,0.000567,0.0383,0.574,151.727,4.51666667,4,10
Suede,Trash,52,0.422,0.99,11,-4.007,1,0.1,0.0033,1.03E-06,0.345,0.174,124.6,245947,4,6
Mitch James,Be Somebody,53,0.373,0.703,1,-5.463,0,0.179,0.037,,0.107,0.225,162.076,184380,4,9
Spurv,Et blekt lys lyder,33,0.382,0.641,3,-9.166,0,0.0335,0.114,0.868,0.139,0.226,137.985,328613,4,8
Hadag Nahash,◊®◊¢◊ì◊î ◊î◊ê◊ì◊û◊î,27,0.564,0.81,2,-6.154,1,0.0602,0.0324,0.0152,0.174,0.435,60.473,249685,4,10
Divine Chaos,The Way to Oblivion,13,0.548,0.982,2,-4.835,1,0.0879,0.000224,0.00245,0.218,0.229,93.48,249880,4,8
Halestorm,I Am the Fire,56,0.384,0.955,9,-2.884,0,0.266,0.0535,0.000997,0.0958,0.199,171.888,217173,4,10
LoveLeo,BUZZCUT (feat. blackwinterwells),46,0.824,0.485,6,-10.345,0,0.0964,0.145,0.00076,0.0798,0.773,118.874,129717,4,1
Wings,Band On The Run - Remastered 2010,72,0.479,0.601,7,-8.806,1,0.0318,0.0832,0.00142,0.11,0.669,124.966,313027,4,10
Olivia Rodrigo,brutal,,0.669,0.543,4,-6.399,1,0.061,0.0305,1.44E-06,0.288,0.269,123.977,143747,4,10
Seth,La Morsure du Christ,24,0.145,0.977,4,-5.079,0,0.107,1.12E-05,0.01,0.0766,0.092,144.857,352160,4,8
Franz Ferdinand,Do You Want To,62,0.412,0.944,,-2.896,1,0.0448,0.0724,0.000493,0.801,0.79,123.091,215000,4,10
Modest Mouse,Dashboard,64,0.639,0.903,11,-5.013,0,0.0371,0.00963,7.06E-05,0.174,0.96,135.938,246173,4,6
World's First Cinema,Red Run Cold,58,0.478,0.548,7,-7.399,0,0.126,0.203,3.91E-06,0.246,0.412,147.757,223784,4,10
Nirvana,Negative Creep,57,0.37,0.947,2,-7.213,1,0.0901,7.97E-06,0.000175,0.0762,0.418,81.744,175745,4,10
Issam Alnajjar,Turning Me Up (Hadal Ahbek),74,0.744,0.816,11,-3.933,1,0.0372,0.144,8.51E-06,0.0902,0.748,120.062,144000,4,9
Blind Seagull,Connections,35,0.301,0.578,7,-4.601,1,0.0421,3.56E-06,0.916,0.225,0.0978,174.897,161045,4,6
Angelo De Augustine,Santa Barbara,56,0.597,0.157,7,-17.199,0,0.0451,0.962,0.0259,0.107,0.498,81.009,194027,4,6
Tepr,Minuit Jacuzzi - Data Remix,27,0.566,0.873,,-5.926,0,0.178,0.000371,0.932,0.079,0.527,121.946,263800,4,6
Wizard,I Bring Light Into the Dark,30,0.492,0.884,1,-11.061,0,0.0909,0.000653,1.14E-05,0.317,0.149,135.073,297165,4,8
Nick Moss Band,Lucky Guy,32,0.486,0.945,2,-2.673,1,0.0356,0.245,8.78E-05,0.373,0.957,131.645,272933,4,2
Dawda Jobarteh,I Met Her By The River,35,0.68,0.319,6,-12.18,0,0.0489,0.987,0.929,0.0878,0.473,135.04,4.437116667,3,7
Young Stoner Life,Ski,82,0.953,0.621,8,-7.638,0,0.221,0.017,,0.0398,0.883,123.016,152333,4,9
Laaz Rockit,Fire in the Hole,33,0.154,0.923,1,-6.55,0,0.0867,2.93E-06,0.848,0.431,0.163,151.523,230720,4,8
Now is the Time,Jade Bird,53,0.532,0.844,7,-6.445,1,0.0398,0.00757,6.19E-06,0.173,0.661,109.966,3.59155,4,0
White Rabbits,Percussion Gun,41,0.529,0.88,,-6.758,0,0.0473,0.152,0.000845,0.603,0.603,103.231,188307,4,6
Rendez Vous,Sentimental Animal,39,0.467,0.769,2,-5.059,1,0.0393,3.93E-05,0.572,0.32,0.607,155.957,275391,4,1
Periphery,Garden in the Bones,41,0.517,0.971,4,-5.189,1,0.0778,0.0057,3.75E-05,0.325,0.363,135.004,356507,4,8
Ronnie Milsap,Daydreams About Night Things,,0.639,0.53,2,-9.358,1,0.0319,0.57,,0.0911,0.918,138.72,2.388883333,4,4
American Authors,Brick By Brick,50,0.542,0.869,6,-4.047,0,0.086,0.00182,1.01E-05,0.488,0.61,81.966,205248,4,10
Skindred,Ratrace,44,0.645,0.979,,-2.322,1,0.105,0.016,,0.371,0.798,106.963,201267,4,8
Smoothboi Ezra,My Own Person,48,0.6,0.548,7,-6.977,1,0.0328,0.784,3.02E-05,0.116,0.263,89.98,264873,4,9
Freddie King,Hideaway,36,0.658,0.71,9,-11.493,1,0.065,0.118,0.862,0.0582,0.899,122.666,152267,4,2
The Palms,Levitate,54,0.606,0.781,1,-5.846,1,0.0703,0.142,0.00803,0.0734,0.632,170.007,230738,4,1
KONGOS,Take It From Me,53,0.555,0.74,11,-7.016,0,0.175,0.0555,7.08E-06,0.306,0.761,172.915,190771,4,10
Katori Walker,Melanated,26,0.529,0.593,1,-8.393,1,0.474,0.0598,,0.135,0.196,65.065,192810,4,5
Vulfpeck,Back Pocket (Live at Madison Square Garden),39,0.486,0.935,4,-3.832,0,0.15,0.358,,0.939,0.589,94.567,313167,4,10
The Struts,Mary Go Round,47,0.346,0.829,8,-5.123,1,0.0373,0.00104,,0.0539,0.505,161.954,199213,4,10
Sheygets,◊û◊®◊ú◊ô◊ü ◊û◊ï◊†◊®◊ï,31,0.375,2.03E-05,1,-4.593,1,0.0638,0.221,0.000252,0.133,0.123,105.77,790093,4,6
"Lata Mangeshkar, S. P. Balasubrahmanyam",Aaja Shaam Hone Aaee,26,0.53,0.562,5,-9.393,0,0.0422,0.749,5.16E-06,0.216,0.767,90.887,5.252883333,4,3
Sister,Psycho Thrilling,36,0.593,0.979,1,-4.115,0,0.102,2.43E-05,0.028,0.0887,0.387,135.03,222227,4,10
Andromida,Celestial,41,0.526,0.989,7,-4.121,0,0.119,8.35E-05,0.0565,0.139,0.12,149.998,257600,4,8
The Foxies,Screws,38,0.576,0.829,,-4.323,0,0.0593,0.00265,0.00515,0.304,0.652,167.99,165323,4,6
Celeb Car Crash,Howl,26,0.366,0.941,2,-4.263,1,0.0714,0.000813,0.000223,0.114,0.183,82.994,277187,4,10
Cheikh L√¥,Jamm,36,0.779,0.667,9,-11.031,0,0.0555,0.614,0.117,0.0905,0.9,159.943,288293,3,2
Black Thought,Welcome To America (feat. C.S. Armstrong & Angela Hunte),42,0.507,0.852,1,-5.42,1,0.351,0.00587,1.57E-06,0.354,0.51,168.166,220029,4,5
Kadialy Kouyate,Taling Dima,24,0.629,0.284,10,-11.694,0,0.0473,0.913,0.874,0.106,0.306,120.271,3.896466667,4,7
Frazey Ford,The Kids Are Having None Of It,25,0.789,0.377,9,-9.369,0,0.043,0.326,0.00671,0.165,0.698,138.004,287973,4,2
Destroy Boys,Fences,55,0.377,0.991,4,-1.205,0,0.0932,0.00081,4.84E-06,0.298,0.258,122.147,238040,4,1
Kavita Krishnamurthy,Saanson Ki Mala,31,0.517,0.643,6,-10.679,0,0.0627,0.395,0.00239,0.141,0.782,143.786,6.79155,3,3
Mr. Big,To Be With You - 2010 Remastered Version,73,0.688,0.375,4,-9.601,1,0.0535,0.286,,0.133,0.45,83.635,210480,4,10
Cut Glass Kings,Shadow of Your Love,40,0.502,0.883,9,-5.205,1,0.0284,0.000136,0.315,0.154,0.129,129.993,155883,4,10
"Crosby, Stills & Nash",Guinnevere - 2005 Remaster,42,0.467,0.0936,11,-19.998,0,0.0371,0.817,0.00365,0.113,0.178,113.699,277813,4,10
bel canto,"Shimmering, Warm & Bright",28,0.686,0.622,1,-10.536,0,0.027,0.285,,0.275,0.679,107.076,197960,4,6
Everyone You Know,Just for the Times,53,0.616,0.824,6,-3.646,0,0.128,0.00658,0.0257,0.3,0.206,125.024,205208,4,6
Backstreet Boys,Breathe,41,0.442,0.363,4,-5.739,1,0.0271,0.566,,0.109,0.325,84.88,3.108216667,4,9
Takatak,Fault Lines,26,0.487,0.953,8,-5.394,1,0.104,0.000203,0.00299,0.503,0.249,140.001,352813,4,8
diveliner,basketball,41,0.388,0.449,1,-9.114,1,0.236,0.668,,0.214,0.262,180.181,141333,4,1
The Fall of Troy,Knife Fight at the Mormon Church,32,0.485,0.97,3,-7.014,0,0.0609,4.07E-06,0.165,0.28,0.572,101.99,254678,4,6
Parquet Courts,Black And White,37,0.318,0.975,9,-4.21,1,0.0926,0.00562,0.826,0.345,0.668,174.206,182987,4,10
Shalom Hanoch,◊©◊ô◊® ◊ú◊ú◊ê ◊©◊ù,23,0.423,0.207,1,-14.793,0,0.0285,0.85,1.88E-06,0.116,0.175,83.051,279333,4,10
Arik Einstein,◊ô◊© ◊ë◊ô ◊ê◊î◊ë◊î,40,0.691,0.397,5,-11.782,1,0.0294,0.548,3.93E-05,0.0917,0.328,83.878,253467,4,10
Allman Brothers Band,Back Where It All Begins,43,0.377,0.891,9,-6.807,1,0.0631,0.038,0.176,0.345,0.639,103.243,550480,4,10
Ido Katzir,◊û◊©◊î ◊ë◊® ◊°◊ô◊û◊ü ◊ò◊ï◊ë,12,0.715,0.788,1,-9.121,1,0.213,0.0841,0.000248,0.0826,0.465,179.009,121500,4,5
Astrale,The Way I See,28,0.767,0.51,1,-5.737,1,0.152,0.0762,0.000385,0.153,0.525,120.022,181084,4,9
The Beverly Chills,Girlfriend,23,0.381,0.886,2,-4.174,1,0.0719,2.58E-05,0.654,0.056,0.429,144.99,157820,4,10
James Blake,Before,54,0.699,0.464,5,-8.933,0,0.0744,0.39,0.171,0.315,0.283,110.986,287871,4,6
The Living Tombstone,Discord,76,0.676,0.835,8,-4.382,0,0.044,0.00682,3.04E-05,0.081,0.8,104.987,193776,4,9
iRO,Change Your Mind,36,0.531,0.772,9,-4.126,1,0.0446,0.0541,0.00693,0.0827,0.842,175.022,180273,4,9
Lucero,Outrun the Moon,37,0.566,0.659,6,-6.157,0,0.0329,0.00232,0.0637,0.0923,0.319,122.005,298847,4,10
Pop Will Eat Itself,Can U Dig It?,4,0.654,0.89,9,-6.514,0,0.0906,0.00204,,0.272,0.684,129.014,195320,4,1
The Uptown Players,In a Sentimental Mood,44,0.546,0.095,2,-21.524,0,0.0356,0.831,0.711,0.119,0.195,116.071,4.573383333,4,7
Louis Jordan,Let the Good Times Roll,47,0.705,0.401,9,-9.506,0,0.0475,0.812,,0.319,0.649,104.956,167227,4,2
Electric Light Orchestra,Rock 'N' Roll Is King,43,0.366,0.73,9,-12.746,1,0.0668,0.423,4.31E-06,0.163,0.729,160.093,3.75,4,10
Aya Korem,◊®◊ß ◊ê◊î◊ë◊î,33,0.575,0.523,7,-7.078,1,0.0259,0.372,0.000525,0.098,0.312,97.934,248235,3,9
"SoundGuySam, Vāhaka",Nirvana,6,0.408,0.616,,-9.942,1,0.165,0.161,,0.089,0.379,160.173,3,4,0
The Red Jumpsuit Apparatus,Face Down,75,0.545,0.932,7,-2.189,0,0.0399,0.000665,,0.127,0.464,92.956,192000,4,10
LUMI√àRE,LA.BELLE.JOURN√âE 1971,28,0.595,0.66,10,-7.763,1,0.0286,0.156,0.00392,0.106,0.741,97.146,305724,4,6
Refused,Refused Are Fucking Dead,33,0.375,0.946,7,-7.392,1,0.125,0.000277,0.376,0.374,0.46,107.309,310320,4,10
Cat Clyde,All the Black - Acoustic,,0.585,0.136,10,-12.928,0,0.0327,0.893,6.96E-05,0.128,0.116,124.708,4.56533333,4,0
Yishai,◊©◊ô◊® ◊©◊û◊ó,19,0.799,0.551,8,-6.924,1,0.0645,0.0818,2.14E-05,0.337,0.554,95.025,166833,4,5
AURORA,Runaway,77,0.521,0.277,11,-10.34,1,0.0356,0.634,7.07E-05,0.103,0.13,115.01,4.147116667,4,9
"Anne-Marie, Niall Horan",Our Song,84,0.595,0.759,11,-4.245,0,0.0423,0.141,,0.172,0.515,80.953,2.72888333,4,9
Westlife,I Do,,0.386,0.453,4,-4.885,1,0.0268,0.734,,0.107,0.18,132.703,4.483333333,4,9
david hugo,we made it.,59,0.653,0.515,5,-7.906,1,0.267,0.0706,,0.0756,0.674,176.05,164662,4,9
my bloody valentine,Lose My Breath,44,0.391,0.651,6,-11.523,1,0.0266,0.000512,0.841,0.0954,0.402,92.124,218000,4,10
Osher Cohen,◊ë◊®◊í◊¢◊ô◊ù ◊©◊ê◊™ ◊î◊ï◊ú◊õ◊™,43,0.508,0.643,11,-6.989,0,0.0487,0.589,,0.178,0.454,159.863,228169,4,9
John Lee Hooker,No More Doggin',16,0.73,0.102,11,-17.232,1,0.0702,0.895,0.000993,0.0809,0.277,136.108,164933,4,2
Papa Roach,Help,67,0.383,0.9,7,-5.42,1,0.134,0.00085,1.94E-06,0.271,0.286,183.96,214797,4,10
Dolly Parton,I Will Always Love You,60,0.446,0.142,9,-13.498,1,0.0335,0.96,0.00114,0.101,0.156,135.724,2.934883333,4,4
Novelists FR,Terrorist,54,0.331,0.917,5,-5,1,0.105,8.13E-05,0.00957,0.191,0.347,147.873,226652,4,8
THE ANXIETY,Meet Me At Our Spot,71,0.773,0.47,2,-7.93,1,0.0299,0.0153,0.000193,0.0851,0.399,94.995,162680,4,6
Lou Reed,Perfect Day,69,0.4,0.267,10,-12.488,1,0.0323,0.744,0.00734,0.103,0.0872,144.799,225000,3,6
Studio Killers,Jenny (I Wanna Ruin Our Friendship),72,0.668,0.798,11,-5.701,1,0.0334,0.00305,0.0144,0.277,0.575,133.928,3.588,4,9
"Claus Waidtløw, Nikolaj Hess, Portraits in Jazz",Melancholia,19,0.364,0.101,,-18.306,0,0.035,0.977,0.631,0.116,0.049,114.628,3.838233333,3,7
Whitesnake,Is This Love - 2018 Remaster,69,0.263,0.759,,-7.288,1,0.0431,0.0555,,0.231,0.429,179.904,284496,4,10
Alex Yarmak,Again,39,0.407,0.936,7,-6.875,1,0.0579,2.28E-06,0.729,0.104,0.679,90.023,106667,4,8
Jimmy Dawkins,Little Angel Child,49,0.5,0.638,2,-7.262,1,0.0461,0.125,0.0285,0.199,0.746,122.621,239267,4,2
Keane,Fly To Me,43,0.417,0.497,7,-7.812,1,0.0325,0.0097,0.00021,0.126,0.0698,119.867,332973,4,10
clipping.,'96 Neve Campbell,46,0.763,0.613,1,-8.276,1,0.344,0.0468,,0.3,0.436,99.287,201227,4,5
North Mississippi Allstars,Rollin 'N Tumblin,42,0.637,0.948,7,-6.362,1,0.119,0.0228,0.782,0.42,0.282,120.049,155987,4,2
Johnny Cash,Hurt,75,0.534,0.392,9,-7.636,0,0.0267,0.649,0.000227,0.0948,0.163,90.379,216533,4,10
Witchcraft,Deconstruction,48,0.297,0.872,3,-5.881,0,0.0405,0.000119,0.0232,0.32,0.533,80.384,309987,4,10
Zak Abel,Be Kind,68,0.929,0.67,8,-3.977,1,0.0488,0.068,,0.318,0.938,120.935,181516,4,9
RF Shannon,Ballad Of A Thin Place,49,0.615,0.518,1,-13.831,0,0.0274,0.604,0.00753,0.117,0.903,152.996,256212,4,1
Battering Ram,Pieces,29,0.553,0.941,7,-5.312,1,0.073,0.000226,0.000465,0.127,0.5,108.735,222155,3,8
Fatima Al Qadiri,Malaak,30,0.306,0.101,3,-20.043,0,0.0405,0.784,0.914,0.101,0.0395,109.185,198480,3,6
The Black Dahlia Murder,Verminous,44,0.503,0.943,1,-7.368,1,0.156,2.77E-05,0.86,0.806,0.199,115.02,229808,4,8
Canary In A Coalmine,Benjamin Francis Leftwich,44,0.745,0.61,7,-6.635,1,0.028,0.446,4.64E-05,0.0924,0.781,117.008,3.03,4,0
Theo Alexander,Accidental Enlightenment,27,0.269,0.207,1,-13.212,0,0.0627,0.989,0.00108,0.193,0.367,111.391,238881,3,6
Watertank,The Ejector Side,10,0.521,0.892,4,-4.911,0,0.0569,0.00749,0.706,0.0591,0.577,145.022,173379,4,10
Hinds,Riding Solo,37,0.399,0.91,2,-5.285,1,0.0482,0.000125,0.204,0.196,0.537,175.978,216987,4,6
Claudia Valentina,Seven,57,0.801,0.143,7,-10.698,0,0.0475,0.865,,0.132,0.562,119.891,223827,4,9
